Serial_No,Drug_Name,Batch_No,Manufacturing_Date,Expiry_Date,Manufacturer,Failure_Reason,Laboratory,Drawn_By,Remarks,Status,Source,Document,Risk_Level
63,Mupropet (Mupirocin Ointment IP 2%w/w),DG2436,Jul-24,Dec-25,"M/s.Arius Formulations Pvt Ltd, R.S.No.141/1, Plot No.38 & 47, Ground Floor, Navarkulam Main Road, Pattanur, Auroville (Post), Vanur taluk, Tamilnadu, 605101",Sample does not conform to IP specification for Mupirocin Ointment with respect to the content of Mupirocin,"Drugs Testing Laboratory, Chennai-06.",,,NSQ,CDSCO,stnsqapr25.pdf,Medium
64,Atorvastatin Tablets IP 10mg,A297,Jul-24,Jun-26,"M/s.Rikenbik Pharma, 113, SIDCO Industrial Estate, Ambattur, Chennai, 600098",Sample does not conform to IP specification for Atorvastatin Calcium Tablets with respect to Dissolution,"Drugs Testing Laboratory, Chennai-06.",,,NSQ,CDSCO,stnsqapr25.pdf,Medium
65,Labetalol Hydrochloride Tablets IP 100 mg,UGT231341,Oct-23,Sep-25,"M/s Unimarck Healthcare Ltd., Plot No. 24,25 & 37 Sector 6A, SIDCUL, Haridwar-249403 (Uttarakhand)",Test For Assay(Content) of Labetalol Hydrochloride,Government of NCT of Delhi,,,NSQ,CDSCO,stnsqapr25.pdf,Medium
66,Aspirin Gastro Resistant Tab IP 75 mg,ANET1235,May-24,Apr-26,"M/s. Unicure India Ltd, C- 21,22&23, sector-3, Noida- 201301, Distt.Guatam Budh Nagar (UP)",It fails the test ‘Dissolution’ Specified in the laboratory protocol as per IP,Drugs Testing Laboratory Thiruvananthapura m,,,NSQ,CDSCO,stnsqapr25.pdf,Medium
67,Telmisartan & Amlodipine Tablets IP,UGT24G06A,Oct-24,Sep-26,"M/s.Unigrow Pharmaceuticals, Vill. Katha, Baddi, Dist. Solan (HP)",It fails the tests for ‘Assay’ of Amlodipine and ‘Dissolution’ as specified in the Laboratory Protocol as per IP,Drugs Testing Laboratory Thiruvananthapura m,,,NSQ,CDSCO,stnsqapr25.pdf,Medium
68,Ahaglow Face Wash Gel 50 gm,AHA202,May-24,Apr-26,"M/s.Torrent Pharmaceuticals Ltd, Plot No. 810, Sector III, Industrial Area, Pithampur, Dist.Dhar, MP- 454775",The sample does not conform to Cosmetics Rules 2020 for the standards of cosmetics.,Drugs Testing Laboratory Thiruvananthapura m,,,NSQ,CDSCO,stnsqapr25.pdf,Medium
69,"Alograce Cream (Vitamin E, Honey & Aloevera Cream)",A2JJX048,Dec-24,Dec-26,"M/s.RSH Global Pvt. Ltd, Plot No.3 C, Industrial Area, Baddi- 173 205",The sample does not conform to IS 6608:2004 for specifications of skin cream. It fails the test for “Heavy metals (as lead) ppm” as specified in the laboratory protocol,Drugs Testing Laboratory Thiruvananthapura m,,,NSQ,CDSCO,stnsqapr25.pdf,Medium
70,Pantonis-40 (Pantoprazole Sodium Gastro Resistant Tab IP),JMT-2407371,Jul-24,Jun-26,"M/s. JMM Laboratories, Vill- Khari,Kala amb, Tehsil, Nahan Sirmour- 173030","It fails the test ‘Dissolution’ as per IP, as Specified in the laboratory protocol",Drugs Testing Laboratory Thiruvananthapura m,,,NSQ,CDSCO,stnsqapr25.pdf,Medium
71,Nebivolol Tablets IP,KMNB 24002,Oct-24,Sep-26,"M/s.Ravian Life Sciences Pvt Ltd, Plot No. 34, sector-8A, IIE, SIDCUL, Haridwar- 249 403, Uttarakhand","It fails the test for ‘Dissolution’ as per IP, as Specified in the laboratory protocol",Drugs Testing Laboratory Thiruvananthapura m,,,NSQ,CDSCO,stnsqapr25.pdf,Medium
72,Mamaearth Vitamin C daily glow light moisturising cream,AM4J160,Oct-24,Use before 24 Months from the date Mfg.,"M/s.VA Life sciences, LLP, Plot NO. 9D, sector-2, Parvanoo, HP - 173 220",The sample does not conform to Cosmetics Rules 2020 for the standards of cosmetics. It fails the test for the content of ‘Mercury’ in finished cosmetic products as specified in the Laboratoty Protocol.,Drugs Testing Laboratory Thiruvananthapura m,,,NSQ,CDSCO,stnsqapr25.pdf,Medium
73,Ondansetron Tablets IP 4 mg,ONTB-06,Sep-24,Aug-26,"M/s.Nestor Pharmaceuticals Limited, 11, Western Extension Area, Faridabad -121 001",It fails the test for ‘Dissolution’ as per IP as Specified in the laboratory protocol,Drugs Testing Laboratory Thiruvananthapura m,,,NSQ,CDSCO,stnsqapr25.pdf,Medium
74,Paracetamol Tablets IP 500 mg,PAK-517,May-23,Apr-26,"M/s. Healer’s Lab Unit II, Plot No. 33, HPSIDC, Extn, Baddi, Dist.Solan HP",It fails the test for ‘Dissolution’ as per IP as Specified in the laboratory protocol,Drugs Testing Laboratory Thiruvananthapura m,,,NSQ,CDSCO,stnsqapr25.pdf,Medium
75,Restomol 650 (Paracetamol Tablets IP 650 mg),K1224079,Dec-24,Nov-27,"M/s.Kaushik Therapeutics (P) Ltd, Plot No.6 &7 , Door No. 728, Kakkanji Cross Street, Paraniputhur Road, Gerugambakkam, Chennai - 600128",It fails the test for ‘Dissolution’ as per IP as Specified in the laboratory protocol,Drugs Testing Laboratory Thiruvananthapura m,,,NSQ,CDSCO,stnsqapr25.pdf,Medium
76,Nicocred-10 (Nicorandil Tablets 10 mg),SGT- 241195,Aug-24,Jul-26,"M/s.SB Life Sciences Pvt Ltd, At Plot No. 45, EPIP, Phase-I,",It fails the tests ‘Dissolution’ and ‘Assay’,Drugs Testing Laboratory,,,NSQ,CDSCO,stnsqapr25.pdf,Medium
77,Cefixime Oral Suspension IP Dry Syrup 30 ml,CADB- 02,Jun-24,May-26,"M/s.Nestor Pharmaceuticals Limited, 11, Western Extension Area, Faridabad -121 001","It fails the test Assay, water and descriptive part for oral liquids as per IP , as specified in the Laboratory Protocol",Drugs Testing Laboratory Thiruvananthapura m,,,NSQ,CDSCO,stnsqapr25.pdf,Medium
78,Paracetamol Tab IP 500 mg,PAK-558,Sep-23,Aug-26,"M/s.Healer’s Lab Unit II, Plot No. 33, HPSIDC, Extn, Baddi, Dist.Solan HP","It fails the test ‘Dissolution’ as per IP , as Specified in the laboratory protocol",Drugs Testing Laboratory Thiruvananthapura m,,,NSQ,CDSCO,stnsqapr25.pdf,Medium
79,Paracetamol Tab IP 500 mg,PAK-524,May-23,Apr-26,"M/s.Healer’s Lab Unit II, Plot No. 33, HPSIDC, Extn, Baddi, Dist.Solan HP",It fails the test ‘Dissolution’ as per IP specified in the laboratory protocol,Drugs Testing Laboratory Thiruvananthapura m,,,NSQ,CDSCO,stnsqapr25.pdf,Medium
80,Tab Telmisartan IP 40 mg,GTM18,Jun-24,May-26,"M/s.Super Formulation Pvt Ltd, 16-B, 15-F, Industrial Area , Maxi Road, Ujjain (MP) 456010","It fails the test ‘Dissolution’ as per IP, specified in the laboratory protocol",Drugs Testing Laboratory Thiruvananthapura m,,,NSQ,CDSCO,stnsqapr25.pdf,Medium
81,Telmisartan Tab IP 40 mg,D0004/25-26,NIL,NIL,"M/s.Kerala Medical services Corporation Limited, Thycaud P.O, Thiruvananthapuram",The sample does not conform to IP standards with respect to descriptive part for tablets,Drugs Testing Laboratory Thiruvananthapura m,,,NSQ,CDSCO,stnsqapr25.pdf,Medium
82,Paracetamol Tab IP 500 mg,D 0001/25-26,NIL,NIL,"M/s.Kerala Medical services Corporation Limited, Thycaud P.O, Thiruvananthapuram",It fails the tests dissolution as per IP specified in the Laboratory Protocol,Drugs Testing Laboratory Thiruvananthapura m,,,NSQ,CDSCO,stnsqapr25.pdf,Medium
83,Gentamicin Inj. IP,D0003/25-26,NIL,NIL,"M/s.Kerala Medical services Corporation Limited, Thycaud P.O, Thiruvananthapuram",It fails the test particulate matter and descriptive part for injections,Drugs Testing Laboratory Thiruvananthapura m,,,NSQ,CDSCO,stnsqapr25.pdf,Medium
84,Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25019,Jan-25,Dec-26,"M/s.Argon Remedies Pvt. Ltd., Sarverkhera. Moradabad Road, Kashipur, U S Nagar, Uttarakhand-244713",The content of Ivermectin found to be 29.69 mg per bolus (74.225%) against labelled claim of 40 mg per bolus.,"State Drugs Laboratory, Punjab",,,NSQ,CDSCO,stnsqapr25.pdf,Medium
85,Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25018,Jan-25,Dec-26,"M/s.Argon Remedies Pvt. Ltd., Sarverkhera. Moradabad Road, Kashipur, U S Nagar, Uttarakhand-244713",The content of Oxfendazole found to be 883.42 mg per bolus (88.342%) against labelled claim of 1000 mg per bolus.,"State Drugs Laboratory, Punjab",,,NSQ,CDSCO,stnsqapr25.pdf,Medium
86,Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25038,Jan-25,Dec-26,"M/s.Argon Remedies Pvt. Ltd., Sarverkhera. Moradabad Road, Kashipur, U S Nagar, Uttarakhand-244713",1. Description. 2. The Content of Ivermectin found to be 34.73 mg per bolus (86.825%) against labelled claim of 40 mg per bolus.,"State Drugs Laboratory, Punjab",,,NSQ,CDSCO,stnsqapr25.pdf,Medium
87,Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25025,Jan-25,Dec-26,"M/s.Argon Remedies Pvt. Ltd., Sarverkhera. Moradabad Road, Kashipur, U S Nagar, Uttarakhand-244713",The content of Ivermectin found to be 28.57 mg per bolus (71.425%) against labelled claim of 40 mg per bolus.,"State Drugs Laboratory, Punjab",,,NSQ,CDSCO,stnsqapr25.pdf,Medium
88,Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25034,Jan-25,Dec-26,"M/s.Argon Remedies Pvt. Ltd., Sarverkhera. Moradabad Road, Kashipur, U S Nagar, Uttarakhand-244713",The content of Ivermectin found to be 34.91 mg per bolus (87.275%) against labelled claim of 40 mg per bolus.,"State Drugs Laboratory, Punjab",,,NSQ,CDSCO,stnsqapr25.pdf,Medium
89,Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25033,Jan-25,Dec-26,"M/s.Argon Remedies Pvt. Ltd., Sarverkhera. Moradabad Road, Kashipur, U S Nagar, Uttarakhand-244713",The content of Ivermectin found to be 26.66 mg per bolus (66.65%) against labelled claim of 40 mg per bolus.,"State Drugs Laboratory, Punjab",,,NSQ,CDSCO,stnsqapr25.pdf,Medium
90,Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25032,Jan-25,Dec-26,"M/s.Argon Remedies Pvt. Ltd., Sarverkhera. Moradabad Road, Kashipur, U S Nagar, Uttarakhand-244713",The content of Ivermectin found to be 30.19 mg per bolus (75.475%) against labelled claim of 40 mg per bolus.,"State Drugs Laboratory, Punjab",,,NSQ,CDSCO,stnsqapr25.pdf,Medium
91,Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25031,Jan-25,Dec-26,"M/s.Argon Remedies Pvt. Ltd., Sarverkhera. Moradabad Road, Kashipur, U S Nagar, Uttarakhand-244713",1. The content of Ivermectin found to be 32.52 mg per bolus (81.30%) against labelled claim of 40 mg per bolus.2. The Content of Oxfendazole found to be 880.01 mg per bolus (88.001%) against labelled claim of 1000 mg per bolus.,"State Drugs Laboratory, Punjab",,,NSQ,CDSCO,stnsqapr25.pdf,Medium
92,Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25037,Jan-25,Dec-26,"M/s.Argon Remedies Pvt. Ltd., Sarverkhera. Moradabad Road, Kashipur, U S Nagar, Uttarakhand-244713",1. The content of Oxfendazole found to be 877.69 mg per bolus (87.769%) against labelled claim of 1000,"State Drugs Laboratory, Punjab",,,NSQ,CDSCO,stnsqapr25.pdf,Medium
93,Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25041,Jan-25,Dec-26,"M/s.Argon Remedies Pvt. Ltd., Sarverkhera. Moradabad Road, Kashipur, U S Nagar, Uttarakhand-244713",The content of Ivermectin found to be 33.19 mg per bolus (82.975%) against labelled claim of 40 mg per bolus.,"State Drugs Laboratory, Punjab",,,NSQ,CDSCO,stnsqapr25.pdf,Medium
94,Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25035,Jan-25,Dec-26,"M/s.Argon Remedies Pvt. Ltd., Sarverkhera. Moradabad Road, Kashipur, U S Nagar, Uttarakhand-244713",The content of Ivermectin found to be 25.17 mg per bolus (62.925%) against labelled claim of 40 mg per bolus.,"State Drugs Laboratory, Punjab",,,NSQ,CDSCO,stnsqapr25.pdf,Medium
95,Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25036,Jan-25,Dec-26,"M/s.Argon Remedies Pvt. Ltd., Sarverkhera. Moradabad Road, Kashipur, U S Nagar, Uttarakhand-244713",The content of Ivermectin found to be 28.66 mg per bolus (71.65%) against labelled claim of 40 mg per bolus.,"State Drugs Laboratory, Punjab",,,NSQ,CDSCO,stnsqapr25.pdf,Medium
96,Aceclofenac & Paracetamol Tablets IP,GG204014,Apr-24,Mar-26,"M/s.Innova Captab Limited, 1281/1, Hilltop Industrial Estate, Near EPIP, Phase-1, Jharmajri, Baddi, Distt. Solan (H.P.)-173205",Misbranded Product is not official in I.P as on its manufacturing date mentioned on its label i.e. April 2024.,"S t a t e D r u g s Laboratory, Punjab",,,NSQ,CDSCO,stnsqapr25.pdf,Medium
97,Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25024,Jan-25,Dec-26,"M/s.Argon Remedies Pvt. Ltd., Sarverkhera. Moradabad Road, Kashipur, U S Nagar, Uttarakhand-244713",The content of Ivermectin found to be 33.069 mg per bolus (82.672%) against labelled claim of 40 mg per bolus.,"State Drugs Laboratory, Punjab",,,NSQ,CDSCO,stnsqapr25.pdf,Medium
98,Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25029,Jan-25,Dec-26,"M/s.Argon Remedies Pvt. Ltd., Sarverkhera. Moradabad Road, Kashipur, U S Nagar, Uttarakhand-244713",The content of Ivermectin found to be 33.29 mg per bolus (83.225%) against labelled claim of 40 mg per bolus.,"State Drugs Laboratory, Punjab",,,NSQ,CDSCO,stnsqapr25.pdf,Medium
99,Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25028,Jan-25,Dec-26,"M/s.Argon Remedies Pvt. Ltd., Sarverkhera. Moradabad Road, Kashipur, U S Nagar, Uttarakhand-244713",The content of Ivermectin found to be 31.82 mg per bolus (79.55%) against,"State Drugs Laboratory, Punjab",,,NSQ,CDSCO,stnsqapr25.pdf,Medium
100,Oxfe ndazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25027,Jan-25,Dec-26,"M/s.Argon Remedies Pvt. Ltd., Sarverkhera. Moradabad Road, Kashipur, U S Nagar, Uttarakhand-244713",The content of Ivermectin found to be 31.68 mg per bolus (79.20%) against labelled claim of 40 mg per bolus.,"State Drugs Laboratory, Punjab",,,NSQ,CDSCO,stnsqapr25.pdf,Medium
101,Oxfe ndazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25026,Jan-25,Dec-26,"M/s.Argon Remedies Pvt. Ltd., Sarverkhera. Moradabad Road, Kashipur, U S Nagar, Uttarakhand-244713",The content of Ivermectin found to be 33.055 mg per bolus (82.637%) against labelled claim of 40 mg per bolus.,"State Drugs Laboratory, Punjab",,,NSQ,CDSCO,stnsqapr25.pdf,Medium
102,Oxfe ndazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25030,Jan-25,Dec-26,"M/s.Argon Remedies Pvt. Ltd., Sarverkhera. Moradabad Road, Kashipur, U S Nagar, Uttarakhand-244713",The content of Ivermectin found to be 31.66 mg per bolus (79.15%) against labelled claim of 40 mg per bolus.,"State Drugs Laboratory, Punjab",,,NSQ,CDSCO,stnsqapr25.pdf,Medium
103,Clon azepam and Paroxetine Hydrochloride CR Tablets (Exotine CR),17671,Feb-24,Jan-27,"M/s. Elikem Pharmaceuticals Pvt. Ltd., 816/1, Rakanpur, Ta. Kalol, Distt. Gandhinagar, Guj. 382721",Uniformity of Weight,"State Drugs Laboratory, Punjab",,,NSQ,CDSCO,stnsqapr25.pdf,Medium
104,Losa rtan Potassium 50mg & Hydrochlorthiazide 12.5mg Tablets,LMT251666,Feb-25,Jan-27,"M/s. Life Max Cancer Laboratories, Plot No: 106 & 106 A, Sector- 6A, IIE, SIDCUL, Haridwar-249403 (U.K)",Dissolution Test: The Dissolution of Losartan Potassium and Hydrochlorthiazide does not complies within the Prescribed limit of not less than Q value i.e. 70% of labelled claim as stated in I.P 2022.,"State Drugs Laboratory, Punjab",,,NSQ,CDSCO,stnsqapr25.pdf,Medium
105,"Calc ium & Vitamin D3 Tablets IP (JKMSCL, Supply)",PGT24673,Sep-24,Aug-26,M/s. Affy Parenterals Vill Gullawala P.O. Baddi Distt Solan- 173205,The sample does not conform to IP 2022 w.r.t Disintegration test for the sample portion received,CDSCO Zone III Jammu,,,NSQ,CDSCO,stnsqapr25.pdf,Medium
106,Defi x -AZ,DP-240754,Sep-24,Aug-26,"M/s. Park Pharmaceuticals 272, Ind. Area, Phase-II, Panchkula 134113",The sample fails in the test for Assay content of Cefixime & Azithromycin.,"CDSCO Zone III, Srinagar",,,NSQ,CDSCO,stnsqapr25.pdf,Medium
107,Prox tl 100 DT,PXT123F02,Mar-23,May-25,"M/s. INDU Drugs Pvt Ltd.5-5- 35/278,279 & 281/1 (Part) Prasanthi Nagar ida, Kutkapally, Hyderabad-500072",The sample does not comply with IP requirements for Dissolution test.,"FDA Lab, Mumbai- 51",,,NSQ,CDSCO,stnsqapr25.pdf,Medium
108,Teliv i-H 40 (Telmisartan & Hydrochorothiazide Tablets IP,BLT23348,Jun-23,May-25,"M/s. BRIT Lifescience a GMP Certified Company) Sainwala kaula Wata, Bhood Road, kala AMB Distt. Sirmmour (HP) 173030","1. The content of Telmisartan and Hydrochlorothiazide in the sample is less (i.e. 83.13% and 79.44%of the labelled amount respectively) than I.P. limits. 2. The sample does not comply with I.P. Requirements for ""Dissolution Test"" for Telemisartan and Hydrochlorothiazide.","FDA Lab, Mumbai- 51",,,NSQ,CDSCO,stnsqapr25.pdf,Medium
109,Kop lyco Syrup,TL-6337,Jun-23,May-23,"M/s. Ticoma Pharmacia E-17 Industrial Focal Point Debrabassi, Derabassi,",1. Content of vitamin B1 in the sample is less (i.e. 71.10% of the labelled amount) than the permissible limits. 2. Content of the Vitamin B2 in the sample is less (i.e. 72.74%) of the labelled amount) than the permissible limits.,"FDA Lab, Mumbai- 51",,,NSQ,CDSCO,stnsqapr25.pdf,Medium
110,Ond ansentron Tablets IP 4mg,PS39AB06,Jun-23,May-25,"M/s. Pure & Cure Healthcare Pvt Ltd, Plot No. 26A, 27-30, Sector- 8A, LLE. SIDCUL Haridwar, Uttarakhand-249403",The sample does not comply with IP requirements for Dissolution test,"FDA Lab, Mumbai- 51",,,NSQ,CDSCO,stnsqapr25.pdf,Medium
111,Opiv as 10 tablets,23C-T465,Jun-23,May-25,"M/s. Orison Pharma International Khari, Mauza-Ogli, Kala AMB- 173030, HP",The sample does not comply with IP requirements for Dissolution test.,"FDA Lab, Mumbai- 51",,,NSQ,CDSCO,stnsqapr25.pdf,Medium
112,Cetq uine 5 Tablets (Levocetirizine Dihydrochlorine Tablets IP,ATX060546,Jun-23,May-25,"M/s. ADWIN Pharma Vill Rampur, Jattan, Trilokpur Road, Kala, Tehsil nahan Sirmour-173030",The sample does not comply with IP requirements for Dissolution test.,"FDA Lab, Mumbai- 51",,,NSQ,CDSCO,stnsqapr25.pdf,Medium
113,ITRA DEL-200k,SD6005C,Jun-23,May-25,"M/s. Sigma Softgel & Formulation plot no. 171, HPSIDC, Industrial Area, B. Dist. Solan HP Baddi- 173202",The sample does not comply with IP requirements for Dissolution test,"FDA Lab, Mumbai- 51",,,NSQ,CDSCO,stnsqapr25.pdf,Medium
114,Phy torab-DSR Capsules,GC 41481,Jun-23,May-25,"M/s. J.M. Laboratories Village Bhanat, Po-ghatti, Subathu Road, Solan (HP), Solan 173211",The content of rabeprazole sodium in the sample is less (i.e. 55.00% of the labelled amount) than the permissible limits,"FDA Lab, Mumbai- 51",,,NSQ,CDSCO,stnsqapr25.pdf,Medium
115,Nee m tulsi face wash,APN612,Aug-24,Aug-26,"M/s. Orgello Herbal Care Vill. Behrewala, Pantoba Sahib Distt. Sirmour (H.P) 173025",The sample does not comply with IS 14648: 2011 (Second Revision) Reaffirmed 2021 Requirements for Microbiological Examination test for Neem Tulsi Face wash,"FDA Lab, Mumbai- 51",,,NSQ,CDSCO,stnsqapr25.pdf,Medium
116,Adiv asi Herbal Shampoo,MASH-23-101,Jan-24,Dec-26,"M/s. Beauty Birds Cosmetics Bhatti Compound , 1/B Paik 1/1, Plot -112TP-1, Ahmedabad Gujarat 380022 Ahmedabad- 380022",The sample does not comply with IS 7884:2004 specification for shampoo (Third Revision) reaffirmed 2019 requirements for microbial limit,"FDA Lab, Mumbai- 51",,,NSQ,CDSCO,stnsqapr25.pdf,Medium
117,Kivo ral Forte(Trypsin and Chymotrypsin Tablets),SB-4242,Jul-23,Jun-25,"M/s. Sano-Cito Thereapeutics Inc Vill Loharan, PO. Ghattii, Solan- 173211",The enzymatic activity of trypsin chymotrypsin in the sample is less (i.e. 40.52%) of the labelled amount) than the permissible limits.,"FDA Lab, Mumbai- 51",,,NSQ,CDSCO,stnsqapr25.pdf,Medium
118,Pole rgy (Levocetizine Tablets IP 5mg),43037,Jul-23,Jun-25,"M/.s Ronak Life care Pvt Ltd., R.S. No. 41, At and Post Rajpur, Dist. Patan 384265",All tablets received for analysis shows light brown coloured spots all over the surface of the tablets when observed in normal daylight with unaided eyes.,"FDA Lab, Mumbai- 51",,,NSQ,CDSCO,stnsqapr25.pdf,Medium
119,"Glyc ical-B12 Calcium Phosphate, Vitamin D3 and Vitamin B12 Suspension",QL0606,Jun-24,May-26,"M/s. Quest laboratories Pvt Ltd. Plot Nol 45, Sector III, Dist. Dhar (MP) Pitampur-454775","All observations are done in Normal day light conditions with unaided eyes.18 ×200 ml intact brown coloured plastic bottles received for analysis. Out of these18 ×200 ml bottles, in 14 ×200 ml bottles particles are stick around the neck of the bottle and cakes are distributed in the suspension and some cakes are floating on the top of the suspension. During Analysis when the content from these","FDA Lab, Mumbai- 51",,,NSQ,CDSCO,stnsqapr25.pdf,Medium
120,"Glyc ical-B12 Calcium Phosphate, Vitamin D3 and Vitamin B12 Suspension",QL0602,Jun-24,May-26,"M/s. Quest laboratories Pvt Ltd. Plot Nol 45, Sector III, Dist. Dhar (MP) Pitampur-454775","All observations are done in Normal day light conditions with unaided eyes.18 ×200 ml intact brown coloured plastic bottles received for analysis. Out of these18 ×200 ml bottles, in 5 ×200 ml bottles particles are stick around the neck of the bottle and cakes are distributed in the suspension and some cakes are floating on the top of the suspension. During Analysis when the content from these 5x200 ml bottles after shaking transferred individually in clean dry glass beaker, it is observed that, all","FDA Lab, Mumbai- 51",,,NSQ,CDSCO,stnsqapr25.pdf,Medium
