S.No,Product/Drug Name,Batch No.,Manufacturing Date,Expiry Date,Manufactured By,NSQ Result,Reported by CDSCO Laboratory,Status,Source,Document,Manufact uring Date,S.No.,Name of Drugs/medical device/cosmetics,Unnamed_2,Unnamed_3,Date of Manufacture,Date of Expiry,Reason for failure,Drawn By,Firm’s reply,Remarks,Manufactu ring Date,Reported by State Laboratory,S. No.,Date of Manufa - cture,Manufactured by,Firm’s Reply,Manufacturi ng Date
46.,Burmoxicla+V(Amoxycill in & Potassium Clavulanate Oral Suspension IP),ABD-187C,,Nov-25,"M/s.Azot Life Sciences, Vill.Chewa, P.O, Kumarhatti, Distt. Solan - 173229(H.P)",Sample does not conform to IP specification for Amoxycillin and Potassium Clavulanate oral suspension with respect to the content of,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Jun-24,"Drugs Testing Laboratory, Madurai-19",,,,,
,,,,,,Clavulanic Acid in Potassium Clavulanate,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,,,,,,,
47.,Z&D Syrup (Zinc Gluconate Oral Solution 20mg),XSZE24005,,Jan-26,"M/s.Hema Laboratories Pvt Ltd, Plot No.29, Pharma City, Selaqui Industrial, Area, Dehradun - 248011, Uttarakhand.",Sample does not conform to Label Claim with respect to content of Elemental Zinc in Zinc Gluconate,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Aug-24,"Drugs Testing Laboratory, Madurai-19",,,,,
48.,"Softuss-D (Dextromethorphan Hydrobromide, Phenylephrine Hydrochloride & Chlorpheniramine Maleate Syrup)",DL2501013B,,Dec-26,"M/s.Indorama Health Care Pvt Ltd, 204-205, HSIIDC, Manakpur, Industrial Area, Jagadhri, Distt, Yamuna Nagar (Haryana), 135003",Sample does not conform to IP specification for label claim with respect to the content of Phenylephrine Hydrochloride,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Jan-25,"Drugs Testing Laboratory, Chennai-06",,,,,
49.,Chlorpheniramine Maleate IP & Noscapine IP Oral Syrup (Coscopin Linctus),VTL4006,,Feb-26,"M/s.Biological E Limited, Plot 47B/2, Street No.04, Phase-1, IDA Cherlapally Village, Kapra Mandal, Medchal-Malkajgiri District-500052, Telangana State, India.",Sample does not conform to Label claim with respect to the content of Noscapine,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Mar-24,"Drugs Testing Laboratory, Madurai-19",,,,,
50.,Betamethasone Valerate Ointment IP 0.1% w/w,B75,,Jul-26,"M/s.Syndicate Pharma, 185/B, 185/B-1, 187/A & 188 Sector - F, Sanwer Road, Indore-452015.",Sample does not conform to IP specification for Betamethasone Valerate Ointment with respect to the content of Betamethasone in Betamethasone Valerate,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Aug-24,"Drugs Testing Laboratory, Madurai-19",,,,,
51.,Betamethasone Valerate Cream IP,E4062,,Jan-26,"M/s.Rhydburg Pharmaceuticals Ltd, C2&3, S.I.E.L, Selaqui, Dehradun, Uttarakhand (India)",Sample does not conform to IP specification for Betamethasone Valerate Cream with respect to the content of Betamethasone in Betamethasone Valerate.,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Feb-24,"Drugs Testing Laboratory, Madurai-19",,,,,
52.,Synclov-625 Tablets (Amoxycillin & Potassium Clavulanate Tablets IP),MICTAB-2120,,Jun-26,"M/s.Micro Formulations, Chambaghat, New Railway Crossing, Distt, solan (HP),173211",Sample does not conform to IP specification for Amoxycillin and Potassium Clavulanate Tablets with respect to Dissolution for Clavulanic Acid and to,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Jan-25,"Drugs Testing Laboratory, Chennai-06",,,,,
,,,,,,the content of Clavulanic Acid in Potassium Clavulanate Diluted,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,,,,,,,
53.,Frusemide Injection IP- 2ml,24BTC63,,Feb-26,"M/s.SVP Life Sciences, C/10-1, Sara Industrial Estate, Selequi, Dehradun.",Sample does not conform to requirement for sterility,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Mar-24,"King Institute of Preventive Medicine & Research, Guindy, Chennai-32",,,,,
54.,Progaba Gel (Lidocaine Hydrochloride & Gabapentin Gel),PSWAB66,,Nov-25,"M/s.Pure & Cure Healthcare Pvt Ltd,(A Subsidiary of Akums Drugs & Pharmaceuticals Ltd) Plot No. 26A, 27-30,Sector-8A, I.I.E, SIDCUL, Haridwar-249 403, Uttarakhand",Sample does not conform to Label claim with respect to the content of Gabapentin,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Jun-24,"Drugs Testing Laboratory, Madurai-19",,,,,
55.,Povigin (Povidone Iodine Ointment USP 5%w/w),PZ-2414,,Aug-26,"M/s. GP Glister Pharmaceutical, B-17, AKVN Industrial Area, Rangawasa, RAU, 453331",Sample does not conform to USP specification for Povidone- Iodine Ointment with respect to the content of Available Iodine in Povidone- Iodine,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Sep-24,"Drugs Testing Laboratory, Chennai-06",,,,,
56.,Pantozor Tablets (Pantoprazole Sodium Tablets IP),UTBO25A,,Jan-27,"M/s.Haustus Biotech Pvt Ltd, 44- 45, Indl. Area, Tahliwal, Distt, Una (H.P)",Sample does not conform to IP specification for Pantoprazole Tablets with respect to Dissolution in Buffer stage,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Feb-25,"Drugs Testing Laboratory, Chennai-06",,,,,
57.,Frusemide Tablets IP 40mg,TA24283,,Jun-26,"M/s.Saintlife Pharmaceuticals Ltd, 323, Central Hope Town, Industrial Area, Selaqui, Dehradun-248011, Uttarakhand, India.",Sample does not conform to IP specification for Frusemide Tablets with respect to Dissolution,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Jul-24,"Drugs Testing Laboratory, Chennai-06",,,,,
58.,Atorvastatin Tablets IP 10mg,CT240246A,,Jun-26,"M/s.Candour Pharmaceuticals, Vill. OGLI, Suketi Road, Kala Amb, Distt. Sirmour (H.P), 173030",Sample does not conform to IP specification for Atorvastatin Calcium Tablets with respect to Dissolution,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Jul-24,"Drugs Testing Laboratory, Chennai-06",,,,,
59.,Diclofenac Sodium Tablets IP,THB24028AL,,Jun-26,"M/s. Hindustan Laboratories Limited, Plot No. 5-9, Survey No.382, Aliyali, Palghar (W), Dist. Palghat 401404 (M.S)",Sample does not conform to IP specification for Enteric Coated Tablets with respect to Disintegration,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Jul-24,"Drugs Testing Laboratory, Chennai-06",,,,,
60.,Atorvastatin Tablets IP 10mg,AT24045,,Jan-26,"M/s. Eurokem Laboratories Pvt ltd, C-25, SIDCO Pharmaceutical Complex, Alathur, Thiruporur, 603110.",Sample does not conform to IP specification for Atorvastatin Calcium Tablets with respect to Dissolution,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Aug-24,"Drugs Testing Laboratory, Chennai-06.",,,,,
61.,Glypro 1 (Glimepiride Tablets IP) 1mg,FGYO-1626,,Nov-26,"M/s.Firstmed Therapeutics Pvt Ltd, R.S.No.31/1, Pondy- Tindivanam Main Road, Auroville (PO), Thiruchitrambalam, Tamilnadu-605101",Sample does not conform to IP specification for Glimepiride Tablets with respect to the content of Glimepiride,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Dec-24,"Drugs Testing Laboratory, Madurai-19",,,,,
62.,Merocet (Cetirizine Hydrochloride Syrup),1124192,,Oct-26,"M/s.Kite Formulation, No.67/1, 1st & 2st floor, 4th street, Thirunagar, Karumandapam, Trichy-620001",Sample does not conform to IP specification with respect to the PH.,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Nov-24,"Drugs Testing Laboratory, Madurai-19",,,,,
63.,Mupropet (Mupirocin Ointment IP 2%w/w),DG2436,,Dec-25,"M/s.Arius Formulations Pvt Ltd, R.S.No.141/1, Plot No.38 & 47, Ground Floor, Navarkulam Main Road, Pattanur, Auroville (Post), Vanur taluk, Tamilnadu, 605101",Sample does not conform to IP specification for Mupirocin Ointment with respect to the content of Mupirocin,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Jul-24,"Drugs Testing Laboratory, Chennai-06.",,,,,
64.,Atorvastatin Tablets IP 10mg,A297,,Jun-26,"M/s.Rikenbik Pharma, 113, SIDCO Industrial Estate, Ambattur, Chennai, 600098",Sample does not conform to IP specification for Atorvastatin Calcium Tablets with respect to Dissolution,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Jul-24,"Drugs Testing Laboratory, Chennai-06.",,,,,
65.,Labetalol Hydrochloride Tablets IP 100 mg,UGT231341,,Sep-25,"M/s Unimarck Healthcare Ltd., Plot No. 24,25 & 37 Sector 6A, SIDCUL, Haridwar-249403 (Uttarakhand)",Test For Assay(Content) of Labetalol Hydrochloride,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,10/2023,Government of NCT of Delhi,,,,,
66.,Aspirin Gastro Resistant Tab IP 75 mg,ANET1235,,Apr-26,"M/s. Unicure India Ltd, C- 21,22&23, sector-3, Noida- 201301, Distt.Guatam Budh Nagar (UP)",It fails the test ‘Dissolution’ Specified in the laboratory protocol as per IP,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,May-24,Drugs Testing Laboratory Thiruvananthapura m,,,,,
67.,Telmisartan & Amlodipine Tablets IP,UGT24G06A,,Sep-26,"M/s.Unigrow Pharmaceuticals, Vill. Katha, Baddi, Dist. Solan (HP)",It fails the tests for ‘Assay’ of Amlodipine and ‘Dissolution’ as specified in the Laboratory Protocol as per IP,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Oct-24,Drugs Testing Laboratory Thiruvananthapura m,,,,,
68.,Ahaglow Face Wash Gel 50 gm,AHA202,,Apr-26,"M/s.Torrent Pharmaceuticals Ltd, Plot No. 810, Sector III, Industrial Area, Pithampur, Dist.Dhar, MP- 454775",The sample does not conform to Cosmetics Rules 2020 for the standards of cosmetics.,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,May-24,Drugs Testing Laboratory Thiruvananthapura m,,,,,
,,,,,,It fails the test for the content of ‘Mercury’ in finished cosmetic products as specified in the Laboratory Protocol.,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,,,,,,,
69.,"Alograce Cream (Vitamin E, Honey & Aloevera Cream)",A2JJX048,,Dec-26,"M/s.RSH Global Pvt. Ltd, Plot No.3 C, Industrial Area, Baddi- 173 205",The sample does not conform to IS 6608:2004 for specifications of skin cream. It fails the test for “Heavy metals (as lead) ppm” as specified in the laboratory protocol,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Dec-24,Drugs Testing Laboratory Thiruvananthapura m,,,,,
70.,Pantonis-40 (Pantoprazole Sodium Gastro Resistant Tab IP),JMT-2407371,,Jun-26,"M/s. JMM Laboratories, Vill- Khari,Kala amb, Tehsil, Nahan Sirmour- 173030","It fails the test ‘Dissolution’ as per IP, as Specified in the laboratory protocol",,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Jul-24,Drugs Testing Laboratory Thiruvananthapura m,,,,,
71.,Nebivolol Tablets IP,KMNB 24002,,Sep-26,"M/s.Ravian Life Sciences Pvt Ltd, Plot No. 34, sector-8A, IIE, SIDCUL, Haridwar- 249 403, Uttarakhand","It fails the test for ‘Dissolution’ as per IP, as Specified in the laboratory protocol",,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Oct-24,Drugs Testing Laboratory Thiruvananthapura m,,,,,
72.,Mamaearth Vitamin C daily glow light moisturising cream,AM4J160,,Use before 24 Months from the date Mfg.,"M/s.VA Life sciences, LLP, Plot NO. 9D, sector-2, Parvanoo, HP - 173 220",The sample does not conform to Cosmetics Rules 2020 for the standards of cosmetics. It fails the test for the content of ‘Mercury’ in finished cosmetic products as specified in the Laboratoty Protocol.,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Oct-24,Drugs Testing Laboratory Thiruvananthapura m,,,,,
73.,Ondansetron Tablets IP 4 mg,ONTB-06,,Aug-26,"M/s.Nestor Pharmaceuticals Limited, 11, Western Extension Area, Faridabad -121 001",It fails the test for ‘Dissolution’ as per IP as Specified in the laboratory protocol,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Sep-24,Drugs Testing Laboratory Thiruvananthapura m,,,,,
74.,Paracetamol Tablets IP 500 mg,PAK-517,,Apr-26,"M/s. Healer’s Lab Unit II, Plot No. 33, HPSIDC, Extn, Baddi, Dist.Solan HP",It fails the test for ‘Dissolution’ as per IP as Specified in the laboratory protocol,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,May-23,Drugs Testing Laboratory Thiruvananthapura m,,,,,
75.,Restomol 650 (Paracetamol Tablets IP 650 mg),K1224079,,Nov-27,"M/s.Kaushik Therapeutics (P) Ltd, Plot No.6 &7 , Door No. 728, Kakkanji Cross Street, Paraniputhur Road, Gerugambakkam, Chennai - 600128",It fails the test for ‘Dissolution’ as per IP as Specified in the laboratory protocol,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Dec-24,Drugs Testing Laboratory Thiruvananthapura m,,,,,
76.,Nicocred-10 (Nicorandil Tablets 10 mg),SGT- 241195,,Jul-26,"M/s.SB Life Sciences Pvt Ltd, At Plot No. 45, EPIP, Phase-I,",It fails the tests ‘Dissolution’ and ‘Assay’,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Aug-24,Drugs Testing Laboratory,,,,,
,,,,,"Jharmajri, Baddi, Distt , Solan (HP)","as per IP , specified in the laboratory protocol",,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,,Thiruvananthapura m,,,,,
77.,Cefixime Oral Suspension IP Dry Syrup 30 ml,CADB- 02,,May-26,"M/s.Nestor Pharmaceuticals Limited, 11, Western Extension Area, Faridabad -121 001","It fails the test Assay, water and descriptive part for oral liquids as per IP , as specified in the Laboratory Protocol",,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Jun-24,Drugs Testing Laboratory Thiruvananthapura m,,,,,
78.,Paracetamol Tab IP 500 mg,PAK-558,,Aug-26,"M/s.Healer’s Lab Unit II, Plot No. 33, HPSIDC, Extn, Baddi, Dist.Solan HP","It fails the test ‘Dissolution’ as per IP , as Specified in the laboratory protocol",,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Sep-23,Drugs Testing Laboratory Thiruvananthapura m,,,,,
79.,Paracetamol Tab IP 500 mg,PAK-524,,Apr-26,"M/s.Healer’s Lab Unit II, Plot No. 33, HPSIDC, Extn, Baddi, Dist.Solan HP",It fails the test ‘Dissolution’ as per IP specified in the laboratory protocol,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,May-23,Drugs Testing Laboratory Thiruvananthapura m,,,,,
80.,Tab Telmisartan IP 40 mg,GTM18,,May-26,"M/s.Super Formulation Pvt Ltd, 16-B, 15-F, Industrial Area , Maxi Road, Ujjain (MP) 456010","It fails the test ‘Dissolution’ as per IP, specified in the laboratory protocol",,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Jun-24,Drugs Testing Laboratory Thiruvananthapura m,,,,,
81.,Telmisartan Tab IP 40 mg,D0004/25-26,,NIL,"M/s.Kerala Medical services Corporation Limited, Thycaud P.O, Thiruvananthapuram",The sample does not conform to IP standards with respect to descriptive part for tablets,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,NIL,Drugs Testing Laboratory Thiruvananthapura m,,,,,
82.,Paracetamol Tab IP 500 mg,D 0001/25-26,,NIL,"M/s.Kerala Medical services Corporation Limited, Thycaud P.O, Thiruvananthapuram",It fails the tests dissolution as per IP specified in the Laboratory Protocol,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,NIL,Drugs Testing Laboratory Thiruvananthapura m,,,,,
83.,Gentamicin Inj. IP,D0003/25-26,,NIL,"M/s.Kerala Medical services Corporation Limited, Thycaud P.O, Thiruvananthapuram",It fails the test particulate matter and descriptive part for injections,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,NIL,Drugs Testing Laboratory Thiruvananthapura m,,,,,
84.,Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25019,,Dec-26,"M/s.Argon Remedies Pvt. Ltd., Sarverkhera. Moradabad Road, Kashipur, U S Nagar, Uttarakhand-244713",The content of Ivermectin found to be 29.69 mg per bolus (74.225%) against labelled claim of 40 mg per bolus.,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Jan-25,"State Drugs Laboratory, Punjab",,,,,
85.,Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25018,,Dec-26,"M/s.Argon Remedies Pvt. Ltd., Sarverkhera. Moradabad Road, Kashipur, U S Nagar, Uttarakhand-244713",The content of Oxfendazole found to be 883.42 mg per bolus (88.342%) against labelled claim of 1000 mg per bolus.,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Jan-25,"State Drugs Laboratory, Punjab",,,,,
86.,Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25038,,Dec-26,"M/s.Argon Remedies Pvt. Ltd., Sarverkhera. Moradabad Road, Kashipur, U S Nagar, Uttarakhand-244713",1. Description. 2. The Content of Ivermectin found to be 34.73 mg per bolus (86.825%) against labelled claim of 40 mg per bolus.,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Jan-25,"State Drugs Laboratory, Punjab",,,,,
87.,Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25025,,Dec-26,"M/s.Argon Remedies Pvt. Ltd., Sarverkhera. Moradabad Road, Kashipur, U S Nagar, Uttarakhand-244713",The content of Ivermectin found to be 28.57 mg per bolus (71.425%) against labelled claim of 40 mg per bolus.,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Jan-25,"State Drugs Laboratory, Punjab",,,,,
88.,Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25034,,Dec-26,"M/s.Argon Remedies Pvt. Ltd., Sarverkhera. Moradabad Road, Kashipur, U S Nagar, Uttarakhand-244713",The content of Ivermectin found to be 34.91 mg per bolus (87.275%) against labelled claim of 40 mg per bolus.,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Jan-25,"State Drugs Laboratory, Punjab",,,,,
89.,Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25033,,Dec-26,"M/s.Argon Remedies Pvt. Ltd., Sarverkhera. Moradabad Road, Kashipur, U S Nagar, Uttarakhand-244713",The content of Ivermectin found to be 26.66 mg per bolus (66.65%) against labelled claim of 40 mg per bolus.,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Jan-25,"State Drugs Laboratory, Punjab",,,,,
90.,Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25032,,Dec-26,"M/s.Argon Remedies Pvt. Ltd., Sarverkhera. Moradabad Road, Kashipur, U S Nagar, Uttarakhand-244713",The content of Ivermectin found to be 30.19 mg per bolus (75.475%) against labelled claim of 40 mg per bolus.,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Jan-25,"State Drugs Laboratory, Punjab",,,,,
91.,Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25031,,Dec-26,"M/s.Argon Remedies Pvt. Ltd., Sarverkhera. Moradabad Road, Kashipur, U S Nagar, Uttarakhand-244713",1. The content of Ivermectin found to be 32.52 mg per bolus (81.30%) against labelled claim of 40 mg per bolus.2. The Content of Oxfendazole found to be 880.01 mg per bolus (88.001%) against labelled claim of 1000 mg per bolus.,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Jan-25,"State Drugs Laboratory, Punjab",,,,,
92.,Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25037,,Dec-26,"M/s.Argon Remedies Pvt. Ltd., Sarverkhera. Moradabad Road, Kashipur, U S Nagar, Uttarakhand-244713",1. The content of Oxfendazole found to be 877.69 mg per bolus (87.769%) against labelled claim of 1000,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Jan-25,"State Drugs Laboratory, Punjab",,,,,
,,,,,,mg per bolus. 2. The Content of Ivermectin found to be 28.220 mg per bolus (70.55%) against labelled claim of 40 mg per bolus.,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,,,,,,,
93.,Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25041,,Dec-26,"M/s.Argon Remedies Pvt. Ltd., Sarverkhera. Moradabad Road, Kashipur, U S Nagar, Uttarakhand-244713",The content of Ivermectin found to be 33.19 mg per bolus (82.975%) against labelled claim of 40 mg per bolus.,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Jan-25,"State Drugs Laboratory, Punjab",,,,,
94.,Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25035,,Dec-26,"M/s.Argon Remedies Pvt. Ltd., Sarverkhera. Moradabad Road, Kashipur, U S Nagar, Uttarakhand-244713",The content of Ivermectin found to be 25.17 mg per bolus (62.925%) against labelled claim of 40 mg per bolus.,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Jan-25,"State Drugs Laboratory, Punjab",,,,,
95.,Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25036,,Dec-26,"M/s.Argon Remedies Pvt. Ltd., Sarverkhera. Moradabad Road, Kashipur, U S Nagar, Uttarakhand-244713",The content of Ivermectin found to be 28.66 mg per bolus (71.65%) against labelled claim of 40 mg per bolus.,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Jan-25,"State Drugs Laboratory, Punjab",,,,,
96.,Aceclofenac & Paracetamol Tablets IP,GG204014,,Mar-26,"M/s.Innova Captab Limited, 1281/1, Hilltop Industrial Estate, Near EPIP, Phase-1, Jharmajri, Baddi, Distt. Solan (H.P.)-173205",Misbranded Product is not official in I.P as on its manufacturing date mentioned on its label i.e. April 2024.,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Apr-24,"S t a t e D r u g s Laboratory, Punjab",,,,,
97.,Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25024,,Dec-26,"M/s.Argon Remedies Pvt. Ltd., Sarverkhera. Moradabad Road, Kashipur, U S Nagar, Uttarakhand-244713",The content of Ivermectin found to be 33.069 mg per bolus (82.672%) against labelled claim of 40 mg per bolus.,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Jan-25,"State Drugs Laboratory, Punjab",,,,,
98.,Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25029,,Dec-26,"M/s.Argon Remedies Pvt. Ltd., Sarverkhera. Moradabad Road, Kashipur, U S Nagar, Uttarakhand-244713",The content of Ivermectin found to be 33.29 mg per bolus (83.225%) against labelled claim of 40 mg per bolus.,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Jan-25,"State Drugs Laboratory, Punjab",,,,,
99.,Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25028,,Dec-26,"M/s.Argon Remedies Pvt. Ltd., Sarverkhera. Moradabad Road, Kashipur, U S Nagar, Uttarakhand-244713",The content of Ivermectin found to be 31.82 mg per bolus (79.55%) against,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Jan-25,"State Drugs Laboratory, Punjab",,,,,
,,,,,,labelled claim of 40 mg per bolus.,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,,,,,,,
100.,Oxfe ndazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25027,,Dec-26,"M/s.Argon Remedies Pvt. Ltd., Sarverkhera. Moradabad Road, Kashipur, U S Nagar, Uttarakhand-244713",The content of Ivermectin found to be 31.68 mg per bolus (79.20%) against labelled claim of 40 mg per bolus.,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Jan-25,"State Drugs Laboratory, Punjab",,,,,
101.,Oxfe ndazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25026,,Dec-26,"M/s.Argon Remedies Pvt. Ltd., Sarverkhera. Moradabad Road, Kashipur, U S Nagar, Uttarakhand-244713",The content of Ivermectin found to be 33.055 mg per bolus (82.637%) against labelled claim of 40 mg per bolus.,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Jan-25,"State Drugs Laboratory, Punjab",,,,,
102.,Oxfe ndazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25030,,Dec-26,"M/s.Argon Remedies Pvt. Ltd., Sarverkhera. Moradabad Road, Kashipur, U S Nagar, Uttarakhand-244713",The content of Ivermectin found to be 31.66 mg per bolus (79.15%) against labelled claim of 40 mg per bolus.,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Jan-25,"State Drugs Laboratory, Punjab",,,,,
103.,Clon azepam and Paroxetine Hydrochloride CR Tablets (Exotine CR),17671,,Jan-27,"M/s. Elikem Pharmaceuticals Pvt. Ltd., 816/1, Rakanpur, Ta. Kalol, Distt. Gandhinagar, Guj. 382721",Uniformity of Weight,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Feb-24,"State Drugs Laboratory, Punjab",,,,,
104.,Losa rtan Potassium 50mg & Hydrochlorthiazide 12.5mg Tablets,LMT251666,,Jan-27,"M/s. Life Max Cancer Laboratories, Plot No: 106 & 106 A, Sector- 6A, IIE, SIDCUL, Haridwar-249403 (U.K)",Dissolution Test: The Dissolution of Losartan Potassium and Hydrochlorthiazide does not complies within the Prescribed limit of not less than Q value i.e. 70% of labelled claim as stated in I.P 2022.,,NSQ,CDSCO,stnsqapr25.pdf,,,,,,,,,,,,Feb-25,"State Drugs Laboratory, Punjab",,,,,
